Team,League,Country,Gender,Tier,Season,URL,Pld,Pts,Max_Pts,GD,xGD,PPG,Team+Nat,EffAge
Tsarsko Selo,First Professional Football League,BUL,M,1,2021,https://fbref.com//en/squads/f98f6335/Tsarsko-Selo-Stats,19,11,57,-17,,0.5789473684210527,Tsarsko Selo (BUL),30.207798784604996
Atlético Ottawa,Canadian Premier League,CAN,M,1,2021,https://fbref.com//en/squads/ccdb10ba/Atletico-Ottawa-Stats,28,26,84,-17,,0.9285714285714286,Atlético Ottawa (CAN),23.79385263769801
Cavalry FC,Canadian Premier League,CAN,M,1,2021,https://fbref.com//en/squads/b0e76152/Cavalry-FC-Stats,28,50,84,4,,1.7857142857142858,Cavalry FC (CAN),24.434487244344872
FC Edmonton,Canadian Premier League,CAN,M,1,2021,https://fbref.com//en/squads/b71c6529/FC-Edmonton-Stats,28,28,84,-7,,1.0,FC Edmonton (CAN),24.701223252625123
Forge FC,Canadian Premier League,CAN,M,1,2021,https://fbref.com//en/squads/8514c671/Forge-FC-Stats,28,50,84,15,,1.7857142857142858,Forge FC (CAN),24.652813852813853
HFX Wanderers,Canadian Premier League,CAN,M,1,2021,https://fbref.com//en/squads/47eaa5a1/HFX-Wanderers-Stats,28,35,84,-6,,1.25,HFX Wanderers (CAN),23.42140769869043
Pacific FC,Canadian Premier League,CAN,M,1,2021,https://fbref.com//en/squads/e084d752/Pacific-FC-Stats,28,45,84,13,,1.6071428571428572,Pacific FC (CAN),24.10271695931787
Valour FC,Canadian Premier League,CAN,M,1,2021,https://fbref.com//en/squads/cc00daff/Valour-FC-Stats,28,35,84,2,,1.25,Valour FC (CAN),24.621559135900586
York9 FC,Canadian Premier League,CAN,M,1,2021,https://fbref.com//en/squads/6ec65eed/York9-FC-Stats,28,36,84,-4,,1.2857142857142858,York9 FC (CAN),22.597800528162644
Antofagasta,Chilean Primera División,CHI,M,1,2021,https://fbref.com//en/squads/fb8c42a7/Antofagasta-Stats,32,47,96,-2,,1.46875,Antofagasta (CHI),24.858136344785784
Audax Italiano,Chilean Primera División,CHI,M,1,2021,https://fbref.com//en/squads/13b57ed6/Audax-Italiano-Stats,32,54,96,8,,1.6875,Audax Italiano (CHI),26.93656432377569
CD Everton,Chilean Primera División,CHI,M,1,2021,https://fbref.com//en/squads/81a74688/CD-Everton-Stats,32,39,96,-6,,1.21875,CD Everton (CHI),26.372506755887272
Cobresal,Chilean Primera División,CHI,M,1,2021,https://fbref.com//en/squads/ed392b02/Cobresal-Stats,32,40,96,1,,1.25,Cobresal (CHI),28.549424047218608
Colo-Colo,Chilean Primera División,CHI,M,1,2021,https://fbref.com//en/squads/2ff539f3/Colo-Colo-Stats,32,62,96,23,,1.9375,Colo-Colo (CHI),24.081279613317644
Curico Unido,Chilean Primera División,CHI,M,1,2021,https://fbref.com//en/squads/c40d810e/Curico-Unido-Stats,32,37,96,-2,,1.15625,Curico Unido (CHI),26.971584976109863
Deportes Melipilla,Chilean Primera División,CHI,M,1,2021,https://fbref.com//en/squads/d124af3f/Deportes-Melipilla-Stats,32,38,96,-12,,1.1875,Deportes Melipilla (CHI),27.664272151898736
Huachipato,Chilean Primera División,CHI,M,1,2021,https://fbref.com//en/squads/e3816a4b/Huachipato-Stats,32,37,96,-5,,1.15625,Huachipato (CHI),23.753961183582565
La Calera,Chilean Primera División,CHI,M,1,2021,https://fbref.com//en/squads/f052bc76/La-Calera-Stats,32,51,96,1,,1.59375,La Calera (CHI),27.48190391232318
La Serena,Chilean Primera División,CHI,M,1,2021,https://fbref.com//en/squads/86842c45/La-Serena-Stats,32,39,96,-2,,1.21875,La Serena (CHI),24.418029889121
O'Higgins,Chilean Primera División,CHI,M,1,2021,https://fbref.com//en/squads/5049d576/OHiggins-Stats,32,38,96,-10,,1.1875,O'Higgins (CHI),27.433526377417007
Palestino,Chilean Primera División,CHI,M,1,2021,https://fbref.com//en/squads/fccf2756/Palestino-Stats,32,41,96,-2,,1.28125,Palestino (CHI),30.017010193253803
Univ Católica,Chilean Primera División,CHI,M,1,2021,https://fbref.com//en/squads/3e3fbf36/Univ-Catolica-Stats,32,68,96,31,,2.125,Univ Católica (CHI),28.050292767843015
Univ Chile,Chilean Primera División,CHI,M,1,2021,https://fbref.com//en/squads/d4a88ef6/Univ-Chile-Stats,32,39,96,-3,,1.21875,Univ Chile (CHI),27.396283258808232
Unión Española,Chilean Primera División,CHI,M,1,2021,https://fbref.com//en/squads/def379c5/Union-Espanola-Stats,32,48,96,-2,,1.5,Unión Española (CHI),26.6539402994564
Wanderers,Chilean Primera División,CHI,M,1,2021,https://fbref.com//en/squads/d6eb477c/Santiago-Wande-Stats,32,21,96,-30,,0.65625,Wanderers (CHI),24.509981908782176
Ñublense,Chilean Primera División,CHI,M,1,2021,https://fbref.com//en/squads/9c1af4fe/Nublense-Stats,32,44,96,12,,1.375,Ñublense (CHI),27.144752218818105
Beijing Guoan,Chinese Super League,CHN,M,1,2021,https://fbref.com//en/squads/8ab37ab8/Beijing-Sinobo-Guoan-Stats,14,24,42,3,,1.7142857142857142,Beijing Guoan (CHN),29.112967329067025
Changchun Yatai,Chinese Super League,CHN,M,1,2021,https://fbref.com//en/squads/693f4682/Changchun-Yatai-Stats,14,28,42,12,,2.0,Changchun Yatai (CHN),28.960805441443867
Chongqing SWM,Chinese Super League,CHN,M,1,2021,https://fbref.com//en/squads/d669ece9/Chongqing-SWM-Stats,14,11,42,-12,,0.7857142857142857,Chongqing SWM (CHN),28.861279461279462
Dalian Professional,Chinese Super League,CHN,M,1,2021,https://fbref.com//en/squads/277c7160/Dalian-Professional-Stats,14,7,42,-17,,0.5,Dalian Professional (CHN),26.535095408266468
Guangzhou Evg,Chinese Super League,CHN,M,1,2021,https://fbref.com//en/squads/1837b9f6/Guangzhou-Evergrande-Taobao-Stats,14,30,42,25,,2.142857142857143,Guangzhou Evg (CHN),27.965173459077132
Guangzhou R&F,Chinese Super League,CHN,M,1,2021,https://fbref.com//en/squads/c4223ca7/Guangzhou-RandF-Stats,14,21,42,0,,1.5,Guangzhou R&F (CHN),28.55003367003367
Hebei Fortune,Chinese Super League,CHN,M,1,2021,https://fbref.com//en/squads/65ea0ebf/Hebei-China-Fortune-Stats,14,23,42,1,,1.6428571428571428,Hebei Fortune (CHN),26.96141154286484
Henan Jianye,Chinese Super League,CHN,M,1,2021,https://fbref.com//en/squads/b037fc40/Henan-Jianye-Stats,14,18,42,-1,,1.2857142857142858,Henan Jianye (CHN),28.414682269696556
Qingdao Hainiu,Chinese Super League,CHN,M,1,2021,https://fbref.com//en/squads/c2948176/Qingdao-Hainiu-Stats,14,7,42,-28,,0.5,Qingdao Hainiu (CHN),30.66123163994071
Shandong Lunen,Chinese Super League,CHN,M,1,2021,https://fbref.com//en/squads/d721b332/Shandong-Luneng-Taishan-Stats,14,33,42,20,,2.357142857142857,Shandong Lunen (CHN),28.725185185185186
Shanghai SIPG,Chinese Super League,CHN,M,1,2021,https://fbref.com//en/squads/c48512d3/Shanghai-SIPG-Stats,14,28,42,23,,2.0,Shanghai SIPG (CHN),28.444166722961562
Shanghai Shen,Chinese Super League,CHN,M,1,2021,https://fbref.com//en/squads/8385b101/Shanghai-Greenland-Shenhua-Stats,14,22,42,4,,1.5714285714285714,Shanghai Shen (CHN),31.274159876085932
Shenzhen,Chinese Super League,CHN,M,1,2021,https://fbref.com//en/squads/0e57c34a/Shenzhen-FC-Stats,14,24,42,6,,1.7142857142857142,Shenzhen (CHN),28.837777777777777
Shijiazhuang Ever Bright,Chinese Super League,CHN,M,1,2021,https://fbref.com//en/squads/0e2ae537/Shijiazhuang-Ever-Bright-Stats,14,10,42,-10,,0.7142857142857143,Shijiazhuang Ever Bright (CHN),29.327340067340067
Tianjin TEDA,Chinese Super League,CHN,M,1,2021,https://fbref.com//en/squads/42dff5fb/Tianjin-TEDA-Stats,14,9,42,-18,,0.6428571428571429,Tianjin TEDA (CHN),27.813496352337207
Wuhan Zall,Chinese Super League,CHN,M,1,2021,https://fbref.com//en/squads/38ec619e/Wuhan-Zall-FC-Stats,14,11,42,-8,,0.7857142857142857,Wuhan Zall (CHN),28.72796259909208
AD Cali,Categoría Primera A,COL,M,1,2021,https://fbref.com//en/squads/47538775/AD-Cali-Stats,38,62,114,11,,1.631578947368421,AD Cali (COL),27.30592729118252
Alianza,Categoría Primera A,COL,M,1,2021,https://fbref.com//en/squads/ffc8a1d6/Alianza-Stats,38,37,114,-20,,0.9736842105263158,Alianza (COL),27.57419062349992
Atlético Huila,Categoría Primera A,COL,M,1,2021,https://fbref.com//en/squads/5d3835bb/Atletico-Huila-Stats,20,10,60,-23,,0.5,Atlético Huila (COL),25.776268580215273
Boyacá Chicó,Categoría Primera A,COL,M,1,2021,https://fbref.com//en/squads/f46a80fc/Boyaca-Chico-Stats,18,19,54,-3,,1.0555555555555556,Boyacá Chicó (COL),27.94286355727676
Boyacá Patriot,Categoría Primera A,COL,M,1,2021,https://fbref.com//en/squads/b075ba2a/Boyaca-Patriot-Stats,38,35,114,-21,,0.9210526315789473,Boyacá Patriot (COL),26.157378095820807
CA Bucaramanga,Categoría Primera A,COL,M,1,2021,https://fbref.com//en/squads/9b9a8c22/CA-Bucaramanga-Stats,38,51,114,1,,1.3421052631578947,CA Bucaramanga (COL),29.229864879242474
CD América,Categoría Primera A,COL,M,1,2021,https://fbref.com//en/squads/c6f65a93/CD-America-Stats,38,58,114,13,,1.5263157894736843,CD América (COL),26.23894276883726
Deportes Quindío,Categoría Primera A,COL,M,1,2021,https://fbref.com//en/squads/7301864f/Deportes-Quindio-Stats,20,22,60,-6,,1.1,Deportes Quindío (COL),25.0331652147333
Envigado,Categoría Primera A,COL,M,1,2021,https://fbref.com//en/squads/67cdee3a/Envigado-Stats,38,44,114,-7,,1.1578947368421053,Envigado (COL),24.137125362552368
Independiente,Categoría Primera A,COL,M,1,2021,https://fbref.com//en/squads/70068101/Independiente-Stats,38,52,114,1,,1.368421052631579,Independiente (COL),28.470270414138188
Jaguares,Categoría Primera A,COL,M,1,2021,https://fbref.com//en/squads/024b201d/Jaguares-Stats,38,52,114,-3,,1.368421052631579,Jaguares (COL),28.15484576795816
Junior,Categoría Primera A,COL,M,1,2021,https://fbref.com//en/squads/b281fa3b/Junior-Stats,38,62,114,12,,1.631578947368421,Junior (COL),29.462360718665032
La Equidad,Categoría Primera A,COL,M,1,2021,https://fbref.com//en/squads/16b2606a/La-Equidad-Stats,38,55,114,2,,1.4473684210526316,La Equidad (COL),27.35082386818109
Millonarios,Categoría Primera A,COL,M,1,2021,https://fbref.com//en/squads/4c319052/Millonarios-Stats,38,69,114,20,,1.8157894736842106,Millonarios (COL),26.435086595682225
Nacional,Categoría Primera A,COL,M,1,2021,https://fbref.com//en/squads/e0b973a6/Atletico-Nacional-Stats,38,76,114,41,,2.0,Nacional (COL),28.14316875931049
Once Caldas,Categoría Primera A,COL,M,1,2021,https://fbref.com//en/squads/af8be55a/Once-Caldas-Stats,38,37,114,-15,,0.9736842105263158,Once Caldas (COL),26.308479804291753
Pasto,Categoría Primera A,COL,M,1,2021,https://fbref.com//en/squads/72f9f06e/Pasto-Stats,38,39,114,-16,,1.0263157894736843,Pasto (COL),27.63214504406166
Pereira,Categoría Primera A,COL,M,1,2021,https://fbref.com//en/squads/6045b728/Pereira-Stats,38,51,114,-5,,1.3421052631578947,Pereira (COL),28.172458824156497
Rionegro,Categoría Primera A,COL,M,1,2021,https://fbref.com//en/squads/6466f662/Rionegro-Stats,38,39,114,-12,,1.0263157894736843,Rionegro (COL),27.452407795136093
Santa Fe,Categoría Primera A,COL,M,1,2021,https://fbref.com//en/squads/a7854d10/Santa-Fe-Stats,38,58,114,10,,1.5263157894736843,Santa Fe (COL),28.51708719259023
Tolima,Categoría Primera A,COL,M,1,2021,https://fbref.com//en/squads/9c4c0cc1/Tolima-Stats,38,66,114,20,,1.736842105263158,Tolima (COL),27.44026395614922
Dinamo Zagreb,Croatian First Football League,CRO,M,1,2021,https://fbref.com//en/squads/edd0d381/Dinamo-Zagreb-Stats,17,34,51,22,,2.0,Dinamo Zagreb (CRO),25.812878787878788
Gorica,Croatian First Football League,CRO,M,1,2021,https://fbref.com//en/squads/4faa6f09/Gorica-Stats,19,29,57,0,,1.5263157894736843,Gorica (CRO),24.118335208098987
Hajduk Split,Croatian First Football League,CRO,M,1,2021,https://fbref.com//en/squads/6777e16d/Hajduk-Split-Stats,18,34,54,13,,1.8888888888888888,Hajduk Split (CRO),25.784313725490197
Hrvatski Dragovoljac,Croatian First Football League,CRO,M,1,2021,https://fbref.com//en/squads/de5cc3e9/Hrvatski-Dragovoljac-Stats,19,7,57,-32,,0.3684210526315789,Hrvatski Dragovoljac (CRO),24.335775886364917
Istra 1961,Croatian First Football League,CRO,M,1,2021,https://fbref.com//en/squads/f49c0f7a/Istra-1961-Stats,18,18,54,-14,,1.0,Istra 1961 (CRO),24.123276222315084
Lokomotiva,Croatian First Football League,CRO,M,1,2021,https://fbref.com//en/squads/ea115eb3/Lokomotiva-Stats,19,24,57,2,,1.263157894736842,Lokomotiva (CRO),22.945842696629214
Osijek,Croatian First Football League,CRO,M,1,2021,https://fbref.com//en/squads/57d14db5/Osijek-Stats,19,39,57,15,,2.0526315789473686,Osijek (CRO),26.172780465848994
Rijeka,Croatian First Football League,CRO,M,1,2021,https://fbref.com//en/squads/25dbe099/Rijeka-Stats,19,37,57,14,,1.9473684210526316,Rijeka (CRO),25.017789001122335
Slaven Belupo,Croatian First Football League,CRO,M,1,2021,https://fbref.com//en/squads/7a798c4b/Slaven-Belupo-Stats,19,16,57,-14,,0.8421052631578947,Slaven Belupo (CRO),26.57601797247964
Šibenik,Croatian First Football League,CRO,M,1,2021,https://fbref.com//en/squads/bd9dc140/Sibenik-Stats,19,19,57,-6,,1.0,Šibenik (CRO),24.055814214393898
Baník Ostrava,Czech First League,CZE,M,1,2021,https://fbref.com//en/squads/9c87251a/Banik-Ostrava-Stats,18,35,54,16,,1.9444444444444444,Baník Ostrava (CZE),27.657915448617047
Bohemians 1905,Czech First League,CZE,M,1,2021,https://fbref.com//en/squads/4a2ec81c/Bohemians-1905-Stats,18,18,54,-16,,1.0,Bohemians 1905 (CZE),27.43456790123457
FK Pardubice,Czech First League,CZE,M,1,2021,https://fbref.com//en/squads/7d704744/FK-Pardubice-Stats,18,14,54,-18,,0.7777777777777778,FK Pardubice (CZE),25.33625140291807
Fastav Zlín,Czech First League,CZE,M,1,2021,https://fbref.com//en/squads/d9097887/Fastav-Zlin-Stats,18,18,54,-14,,1.0,Fastav Zlín (CZE),27.684800992220094
Hradec Králové,Czech First League,CZE,M,1,2021,https://fbref.com//en/squads/f6a3b786/Hradec-Kralove-Stats,18,25,54,-1,,1.3888888888888888,Hradec Králové (CZE),26.12787235237935
Jablonec,Czech First League,CZE,M,1,2021,https://fbref.com//en/squads/8424bb18/Jablonec-Stats,18,16,54,-19,,0.8888888888888888,Jablonec (CZE),28.373346840002252
Karviná,Czech First League,CZE,M,1,2021,https://fbref.com//en/squads/5c50c933/Karvina-Stats,18,5,54,-19,,0.2777777777777778,Karviná (CZE),26.90455824423185
Mladá Boleslav,Czech First League,CZE,M,1,2021,https://fbref.com//en/squads/70c92f33/Mlada-Boleslav-Stats,18,23,54,0,,1.2777777777777777,Mladá Boleslav (CZE),27.302443418533947
Sigma Olomouc,Czech First League,CZE,M,1,2021,https://fbref.com//en/squads/41c6978d/Sigma-Olomouc-Stats,18,21,54,3,,1.1666666666666667,Sigma Olomouc (CZE),26.470664487403482
Slavia Prague,Czech First League,CZE,M,1,2021,https://fbref.com//en/squads/111cbfb1/Slavia-Prague-Stats,18,47,54,37,,2.611111111111111,Slavia Prague (CZE),25.92898142937535
Slovan Liberec,Czech First League,CZE,M,1,2021,https://fbref.com//en/squads/2c9bebcd/Slovan-Liberec-Stats,18,23,54,-8,,1.2777777777777777,Slovan Liberec (CZE),25.67913196215083
Slovácko,Czech First League,CZE,M,1,2021,https://fbref.com//en/squads/38988e1a/Slovacko-Stats,18,36,54,15,,2.0,Slovácko (CZE),29.47430606591667
Sparta Prague,Czech First League,CZE,M,1,2021,https://fbref.com//en/squads/ecb862be/Sparta-Prague-Stats,18,42,54,23,,2.3333333333333335,Sparta Prague (CZE),25.856902356902356
Teplice,Czech First League,CZE,M,1,2021,https://fbref.com//en/squads/06183666/Teplice-Stats,18,11,54,-17,,0.6111111111111112,Teplice (CZE),27.017945544554454
Viktoria Plzeň,Czech First League,CZE,M,1,2021,https://fbref.com//en/squads/02cd81bf/Viktoria-Plzen-Stats,18,44,54,22,,2.4444444444444446,Viktoria Plzeň (CZE),27.692003390788358
České Budĕjov.,Czech First League,CZE,M,1,2021,https://fbref.com//en/squads/d1eee0c9/Ceske-Budejov-Stats,18,24,54,-4,,1.3333333333333333,České Budĕjov. (CZE),26.459795321637426
AGF,Superliga,DEN,M,1,2021,https://fbref.com//en/squads/9ae196bd/AGF-Stats,17,21,51,-4,,1.2352941176470589,AGF (DEN),25.800118835412952
Aalborg,Superliga,DEN,M,1,2021,https://fbref.com//en/squads/7e746554/Aalborg-Stats,17,28,51,7,,1.6470588235294117,Aalborg (DEN),25.704022817755067
Brøndby,Superliga,DEN,M,1,2021,https://fbref.com//en/squads/ab75e049/Brondby-Stats,17,30,51,5,,1.7647058823529411,Brøndby (DEN),24.86833036244801
FC Copenhagen,Superliga,DEN,M,1,2021,https://fbref.com//en/squads/18050b20/FC-Copenhagen-Stats,17,33,51,21,,1.9411764705882353,FC Copenhagen (DEN),24.792648108493932
Midtjylland,Superliga,DEN,M,1,2021,https://fbref.com//en/squads/3c4fb635/Midtjylland-Stats,17,35,51,15,,2.0588235294117645,Midtjylland (DEN),24.67231367853936
Nordsjælland,Superliga,DEN,M,1,2021,https://fbref.com//en/squads/1850e3f9/Nordsjaelland-Stats,17,16,51,-11,,0.9411764705882353,Nordsjælland (DEN),20.951260203777633
Odense,Superliga,DEN,M,1,2021,https://fbref.com//en/squads/3f5150ef/Odense-Stats,17,19,51,1,,1.1176470588235294,Odense (DEN),25.896504577339197
Randers,Superliga,DEN,M,1,2021,https://fbref.com//en/squads/d06bc460/Randers-Stats,17,28,51,4,,1.6470588235294117,Randers (DEN),26.214141414141412
Silkeborg,Superliga,DEN,M,1,2021,https://fbref.com//en/squads/b0dd06cd/Silkeborg-Stats,17,25,51,10,,1.4705882352941178,Silkeborg (DEN),24.920558526440878
SønderjyskE,Superliga,DEN,M,1,2021,https://fbref.com//en/squads/7700eac9/SonderjyskE-Stats,17,10,51,-22,,0.5882352941176471,SønderjyskE (DEN),25.642543077837196
Vejle BK,Superliga,DEN,M,1,2021,https://fbref.com//en/squads/cb89181d/Vejle-BK-Stats,17,9,51,-25,,0.5294117647058824,Vejle BK (DEN),25.07944619406976
Viborg,Superliga,DEN,M,1,2021,https://fbref.com//en/squads/ede58dea/Viborg-Stats,17,20,51,-1,,1.1764705882352942,Viborg (DEN),24.88739114875343
Barcelona SC,Liga Profesional Ecuador,ECU,M,1,2021,https://fbref.com//en/squads/8c71aef1/Barcelona-SC-Stats,30,48,90,18,,1.6,Barcelona SC (ECU),28.51349436610215
CD Cuenca,Liga Profesional Ecuador,ECU,M,1,2021,https://fbref.com//en/squads/99a46175/CD-Cuenca-Stats,30,32,90,-3,,1.0666666666666667,CD Cuenca (ECU),27.320399864452728
CD Olmedo,Liga Profesional Ecuador,ECU,M,1,2021,https://fbref.com//en/squads/40339a93/CD-Olmedo-Stats,30,10,90,-54,,0.3333333333333333,CD Olmedo (ECU),25.855069886545508
CS Emelec,Liga Profesional Ecuador,ECU,M,1,2021,https://fbref.com//en/squads/c1f8ae36/CS-Emelec-Stats,30,64,90,30,,2.1333333333333333,CS Emelec (ECU),27.55763938436449
Club 9 de Octubre,Liga Profesional Ecuador,ECU,M,1,2021,https://fbref.com//en/squads/f7dac7a4/Club-9-de-Octubre-Stats,30,50,90,9,,1.6666666666666667,Club 9 de Octubre (ECU),27.668351529855777
Delfín SC,Liga Profesional Ecuador,ECU,M,1,2021,https://fbref.com//en/squads/66db845c/Delfin-SC-Stats,30,40,90,-1,,1.3333333333333333,Delfín SC (ECU),26.976584965082843
Guayaquil City,Liga Profesional Ecuador,ECU,M,1,2021,https://fbref.com//en/squads/9c3c38e4/Guayaquil-City-Stats,30,30,90,-21,,1.0,Guayaquil City (ECU),26.58234416333175
Independiente,Liga Profesional Ecuador,ECU,M,1,2021,https://fbref.com//en/squads/990519b8/Independiente-Stats,30,61,90,29,,2.033333333333333,Independiente (ECU),25.3988883274381
LDU de Quito,Liga Profesional Ecuador,ECU,M,1,2021,https://fbref.com//en/squads/1284d3f9/LDU-de-Quito-Stats,30,48,90,8,,1.6,LDU de Quito (ECU),27.20817390715471
Macará,Liga Profesional Ecuador,ECU,M,1,2021,https://fbref.com//en/squads/8e8ff33e/Macara-Stats,30,36,90,-11,,1.2,Macará (ECU),26.78656701274984
Manta Fútbol Club,Liga Profesional Ecuador,ECU,M,1,2021,https://fbref.com//en/squads/70ba96cb/Manta-Futbol-Club-Stats,30,28,90,-17,,0.9333333333333333,Manta Fútbol Club (ECU),29.273917182294145
Mushuc Runa,Liga Profesional Ecuador,ECU,M,1,2021,https://fbref.com//en/squads/bbbdfd99/Mushuc-Runa-Stats,30,41,90,-1,,1.3666666666666667,Mushuc Runa (ECU),29.327798589315243
Orense,Liga Profesional Ecuador,ECU,M,1,2021,https://fbref.com//en/squads/98637027/Orense-Stats,30,31,90,-9,,1.0333333333333334,Orense (ECU),29.194891745602167
SD Aucas,Liga Profesional Ecuador,ECU,M,1,2021,https://fbref.com//en/squads/c0cc20c3/SD-Aucas-Stats,30,39,90,4,,1.3,SD Aucas (ECU),27.56491599508264
Técnico Univ.,Liga Profesional Ecuador,ECU,M,1,2021,https://fbref.com//en/squads/3af5df16/Tecnico-Univ-Stats,30,35,90,-2,,1.1666666666666667,Técnico Univ. (ECU),29.110110041265475
Univ Católica,Liga Profesional Ecuador,ECU,M,1,2021,https://fbref.com//en/squads/01f5194d/Univ-Catolica-Stats,30,54,90,21,,1.8,Univ Católica (ECU),29.244445996926085
Arsenal,Premier League,ENG,M,1,2021,https://fbref.com//en/squads/18bb7c10/Arsenal-Stats,16,26,48,-1,-4.1,1.625,Arsenal (ENG),24.304675620881905
Aston Villa,Premier League,ENG,M,1,2021,https://fbref.com//en/squads/8602292d/Aston-Villa-Stats,16,19,48,-4,-6.8,1.1875,Aston Villa (ENG),25.952275460472183
Brentford,Premier League,ENG,M,1,2021,https://fbref.com//en/squads/cd051869/Brentford-Stats,16,20,48,-1,1.4,1.25,Brentford (ENG),25.2212103965092
Brighton,Premier League,ENG,M,1,2021,https://fbref.com//en/squads/d07537b9/Brighton-and-Hove-Albion-Stats,15,20,45,-2,-1.4,1.3333333333333333,Brighton (ENG),26.753249377062428
Burnley,Premier League,ENG,M,1,2021,https://fbref.com//en/squads/943e8050/Burnley-Stats,15,11,45,-7,-7.0,0.7333333333333333,Burnley (ENG),28.68747474747475
Chelsea,Premier League,ENG,M,1,2021,https://fbref.com//en/squads/cff3d9bb/Chelsea-Stats,16,36,48,27,13.2,2.25,Chelsea (ENG),26.953400025326072
Crystal Palace,Premier League,ENG,M,1,2021,https://fbref.com//en/squads/47c64c55/Crystal-Palace-Stats,16,19,48,0,2.5,1.1875,Crystal Palace (ENG),27.615151515151513
Everton,Premier League,ENG,M,1,2021,https://fbref.com//en/squads/d3fd31cc/Everton-Stats,16,18,48,-8,-2.4,1.125,Everton (ENG),27.393269777132396
Leeds United,Premier League,ENG,M,1,2021,https://fbref.com//en/squads/5bfb9659/Leeds-United-Stats,16,16,48,-8,-5.7,1.0,Leeds United (ENG),26.12031121513062
Leicester City,Premier League,ENG,M,1,2021,https://fbref.com//en/squads/a2d435b3/Leicester-City-Stats,16,22,48,0,-1.3,1.375,Leicester City (ENG),26.935524732408638
Liverpool,Premier League,ENG,M,1,2021,https://fbref.com//en/squads/822bd0ba/Liverpool-Stats,16,37,48,33,26.8,2.3125,Liverpool (ENG),27.820075757575758
Manchester City,Premier League,ENG,M,1,2021,https://fbref.com//en/squads/b8fd03ef/Manchester-City-Stats,16,38,48,24,26.4,2.375,Manchester City (ENG),26.745346334050904
Manchester Utd,Premier League,ENG,M,1,2021,https://fbref.com//en/squads/19538871/Manchester-United-Stats,16,27,48,2,-2.9,1.6875,Manchester Utd (ENG),27.14670298346741
Newcastle Utd,Premier League,ENG,M,1,2021,https://fbref.com//en/squads/b2b47a98/Newcastle-United-Stats,16,10,48,-17,-12.6,0.625,Newcastle Utd (ENG),27.419809523809523
Norwich City,Premier League,ENG,M,1,2021,https://fbref.com//en/squads/1c781004/Norwich-City-Stats,16,10,48,-24,-12.2,0.625,Norwich City (ENG),25.98033388137094
Southampton,Premier League,ENG,M,1,2021,https://fbref.com//en/squads/33c895d4/Southampton-Stats,16,16,48,-10,-0.6,1.0,Southampton (ENG),25.333312270946543
Tottenham,Premier League,ENG,M,1,2021,https://fbref.com//en/squads/361ca564/Tottenham-Hotspur-Stats,14,25,42,-1,0.5,1.7857142857142858,Tottenham (ENG),26.208722065523975
Watford,Premier League,ENG,M,1,2021,https://fbref.com//en/squads/2abfe087/Watford-Stats,16,13,48,-10,-12.2,0.8125,Watford (ENG),28.360588458138654
West Ham,Premier League,ENG,M,1,2021,https://fbref.com//en/squads/7c21e445/West-Ham-United-Stats,16,28,48,9,4.2,1.75,West Ham (ENG),27.850874423890396
Wolves,Premier League,ENG,M,1,2021,https://fbref.com//en/squads/8cec06e1/Wolverhampton-Wanderers-Stats,16,21,48,-2,-5.7,1.3125,Wolves (ENG),27.287007724452323
Barnsley,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/293cb36b/Barnsley-Stats,22,13,66,-19,,0.5909090909090909,Barnsley (ENG),23.441322314049586
Birmingham City,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/ec79b7c2/Birmingham-City-Stats,22,27,66,-4,,1.2272727272727273,Birmingham City (ENG),27.477797014646015
Blackburn,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/e090f40b/Blackburn-Rovers-Stats,22,39,66,10,,1.7727272727272727,Blackburn (ENG),24.288294098677845
Blackpool,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/7cbf5cb4/Blackpool-Stats,22,27,66,-6,,1.2272727272727273,Blackpool (ENG),26.060037782795007
Bournemouth,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/4ba7cbea/Bournemouth-Stats,22,43,66,18,,1.9545454545454546,Bournemouth (ENG),24.869649268157968
Bristol City,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/93493607/Bristol-City-Stats,22,27,66,-8,,1.2272727272727273,Bristol City (ENG),26.537786960514232
Cardiff City,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/75fae011/Cardiff-City-Stats,22,22,66,-14,,1.0,Cardiff City (ENG),26.49464146083437
Coventry City,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/f7e3dfe9/Coventry-City-Stats,22,34,66,3,,1.5454545454545454,Coventry City (ENG),26.19550913357567
Derby County,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/26ab47ee/Derby-County-Stats,22,4,66,-3,,0.18181818181818182,Derby County (ENG),27.86016851604586
Fulham,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/fd962109/Fulham-Stats,22,45,66,33,,2.0454545454545454,Fulham (ENG),27.278510687198345
Huddersfield,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/f5922ca5/Huddersfield-Town-Stats,22,30,66,0,,1.3636363636363635,Huddersfield (ENG),26.165335169880624
